Ship,Engine,Engine ID,Fuel Pump ID,Time Til Failure (hours),Fuel Tank Feed,Date,Density (kg/m3),Water Reaction Vol Change (ml),Flash Point (celsius),Filter Blocking Tendency,Cloud Point (celsius),Sulphur (%),Colony Forming Units (CFU/ml),Water content (mg/kg)
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_12,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_13,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_14,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_15,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_16,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_1,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_4,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_5,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_8,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_11,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_12,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_13,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_14,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_15,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_16,,FWD DG RU,2023-11-01,795.23,0.0,45.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_2,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_4,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_6,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_9,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_12,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_13,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_14,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_15,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_16,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_1,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_4,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_5,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_8,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_11,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_12,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_13,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_14,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_15,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_16,,FWD DG RU,2023-12-01,794.73,0.0,45.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_2,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_4,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_6,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_9,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_12,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_13,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_14,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_15,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_16,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_1,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_4,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_5,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_8,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_11,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_12,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_13,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_14,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_15,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_16,,FWD DG RU,2024-01-01,794.24,0.0,44.93,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_2,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_4,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_6,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_9,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_12,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_13,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_14,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_15,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_16,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_1,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_4,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_5,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_8,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_11,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_12,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_13,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_14,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_15,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_16,,FWD DG RU,2024-02-01,793.73,0.0,44.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_2,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_4,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_6,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_9,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_12,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_13,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_14,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_15,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_16,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_1,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_4,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_5,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_8,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_11,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_12,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_13,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_14,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_15,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_16,,FWD DG RU,2024-03-01,793.23,0.0,43.94,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_2,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_4,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_6,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_9,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_12,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_13,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_14,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_15,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_16,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_1,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_4,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_5,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_8,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_11,,FWD DG RU,2024-04-01,792.73,0.0,43.44,0.0,0.0,0.0,0.0,0.0
